# 文字コード表(Unicode UTF-8 UTF-16) [7000/21420]
# http://pentan.info/doc/unicode_list.html
# UTF8	UTF16	S-JIS	EUC-JP	JIS	文字	実体参照
C2A7	A7	8198	A1F8	2178	§	 &#167;
E6938B	64CB		8FC1A4	444124	擋	 &#25803;
E6938C	64CC		8FC1A5	444125	擌	 &#25804;
E6938D	64CD	9180	C1E0	4160	操	 &#25805;
E6938E	64CE	FACC	FAB2	444126	擎	 &#25806;
E6938F	64CF				擏	 &#25807;
E69390	64D0		8FC1A7	444127	擐	 &#25808;
E69391	64D1		8FC1A8	444128	擑	 &#25809;
E69392	64D2	9DA0	DAA2	5A22	擒	 &#25810;
E69393	64D3				擓	 &#25811;
E69394	64D4	9D5E	D9BF	593F	擔	 &#25812;
E69395	64D5		8FC1A9	444129	擕	 &#25813;
E69396	64D6				擖	 &#25814;
E69397	64D7		8FC1AA	44412A	擗	 &#25815;
E69398	64D8	9DA4	DAA6	5A26	擘	 &#25816;
E69399	64D9				擙	 &#25817;
E6939A	64DA	9D9F	DAA1	5A21	據	 &#25818;
E6939B	64DB				擛	 &#25819;
E6939C	64DC				擜	 &#25820;
E6939D	64DD				擝	 &#25821;
E6939E	64DE				擞	 &#25822;
E6939F	64DF				擟	 &#25823;
E693A0	64E0	9DA9	DAAB	5A2B	擠	 &#25824;
E693A1	64E1	9DAA	DAAC	5A2C	擡	 &#25825;
E693A2	64E2	9346	C5A7	4527	擢	 &#25826;
E693A3	64E3	9DAC	DAAE	5A2E	擣	 &#25827;
E693A4	64E4		8FC1AB	44412B	擤	 &#25828;
E693A5	64E5		8FC1AC	44412C	擥	 &#25829;
E693A6	64E6	8E43	BBA4	3B24	擦	 &#25830;
E693A7	64E7	9DA7	DAA9	5A29	擧	 &#25831;
E693A8	64E8				擨	 &#25832;
E693A9	64E9		8FC1AD	44412D	擩	 &#25833;
E693AA	64EA		8FC1AE	44412E	擪	 &#25834;
E693AB	64EB				擫	 &#25835;
E693AC	64EC	8B5B	B5BC	353C	擬	 &#25836;
E693AD	64ED		8FC1AF	44412F	擭	 &#25837;
E693AE	64EE				擮	 &#25838;
E693AF	64EF	9DAD	DAAF	5A2F	擯	 &#25839;
E693B0	64F0		8FC1B0	444130	擰	 &#25840;
E693B1	64F1	9DA6	DAA8	5A28	擱	 &#25841;
E693B2	64F2	9DB1	DAB3	5A33	擲	 &#25842;
E693B3	64F3				擳	 &#25843;
E693B4	64F4	9DB0	DAB2	5A32	擴	 &#25844;
E693B5	64F5		8FC1B1	444131	擵	 &#25845;
E693B6	64F6	9DAF	DAB1	5A31	擶	 &#25846;
E693B7	64F7		8FC1B2	444132	擷	 &#25847;
E693B8	64F8				擸	 &#25848;
E693B9	64F9				擹	 &#25849;
E693BA	64FA	9DB2	DAB4	5A34	擺	 &#25850;
E693BB	64FB		8FC1B3	444133	擻	 &#25851;
E693BC	64FC				擼	 &#25852;
E693BD	64FD	9DB4	DAB6	5A36	擽	 &#25853;
E693BE	64FE	8FEF	BEF1	3E71	擾	 &#25854;
E693BF	64FF		8FC1B4	444134	擿	 &#25855;
E69480	6500	9DB3	DAB5	5A35	攀	 &#25856;
E69481	6501		8FC1B5	444135	攁	 &#25857;
E69482	6502				攂	 &#25858;
E69483	6503				攃	 &#25859;
E69484	6504		8FC1B6	444136	攄	 &#25860;
E69485	6505	9DB7	DAB9	5A39	攅	 &#25861;
E69486	6506				攆	 &#25862;
E69487	6507				攇	 &#25863;
E69488	6508		8FC1B7	444137	攈	 &#25864;
E69489	6509		8FC1B8	444138	攉	 &#25865;
E6948A	650A		8FC1B9	444139	攊	 &#25866;
E6948B	650B				攋	 &#25867;
E6948C	650C				攌	 &#25868;
E6948D	650D				攍	 &#25869;
E6948E	650E				攎	 &#25870;
E6948F	650F		8FC1BA	44413A	攏	 &#25871;
E69490	6510				攐	 &#25872;
E69491	6511				攑	 &#25873;
E69492	6512				攒	 &#25874;
E69493	6513		8FC1BB	44413B	攓	 &#25875;
E69494	6514		8FC1BC	44413C	攔	 &#25876;
E69495	6515				攕	 &#25877;
E69496	6516		8FC1BD	44413D	攖	 &#25878;
E69497	6517				攗	 &#25879;
E69498	6518	9DB5	DAB7	5A37	攘	 &#25880;
E69499	6519		8FC1BE	44413E	攙	 &#25881;
E6949A	651A				攚	 &#25882;
E6949B	651B		8FC1BF	44413F	攛	 &#25883;
E6949C	651C	9DB6	DAB8	5A38	攜	 &#25884;
E6949D	651D	9D90	D9F0	5970	攝	 &#25885;
E6949E	651E		8FC1C0	444140	攞	 &#25886;
E6949F	651F		8FC1C1	444141	攟	 &#25887;
E694A0	6520				攠	 &#25888;
E694A1	6521				攡	 &#25889;
E694A2	6522		8FC1C2	444142	攢	 &#25890;
E694A3	6523	9DB9	DABB	5A3B	攣	 &#25891;
E694A4	6524	9DB8	DABA	5A3A	攤	 &#25892;
E694A5	6525				攥	 &#25893;
E694A6	6526		8FC1C3	444143	攦	 &#25894;
E694A7	6527				攧	 &#25895;
E694A8	6528				攨	 &#25896;
E694A9	6529		8FC1C4	444144	攩	 &#25897;
E694AA	652A	9D98	D9F8	5978	攪	 &#25898;
E694AB	652B	9DBA	DABC	5A3C	攫	 &#25899;
E694AC	652C	9DAE	DAB0	5A30	攬	 &#25900;
E694AD	652D				攭	 &#25901;
E694AE	652E		8FC1C5	444145	攮	 &#25902;
E694AF	652F	8E78	BBD9	3B59	支	 &#25903;
E694B0	6530				攰	 &#25904;
E694B1	6531		8FC1C6	444146	攱	 &#25905;
E694B2	6532				攲	 &#25906;
E694B3	6533				攳	 &#25907;
E694B4	6534	9DBB	DABD	5A3D	攴	 &#25908;
E694B5	6535	9DBC	DABE	5A3E	攵	 &#25909;
E694B6	6536	9DBE	DAC0	5A40	收	 &#25910;
E694B7	6537	9DBD	DABF	5A3F	攷	 &#25911;
E694B8	6538	9DBF	DAC1	5A41	攸	 &#25912;
E694B9	6539	89FC	B2FE	327E	改	 &#25913;
E694BA	653A		8FC1C7	444147	攺	 &#25914;
E694BB	653B	8D55	B9B6	3936	攻	 &#25915;
E694BC	653C		8FC1C8	444148	攼	 &#25916;
E694BD	653D		8FC1C9	444149	攽	 &#25917;
E694BE	653E	95FA	CAFC	4A7C	放	 &#25918;
E694BF	653F	90AD	C0AF	402F	政	 &#25919;
E69580	6540				敀	 &#25920;
E69581	6541				敁	 &#25921;
E69582	6542				敂	 &#25922;
E69583	6543		8FC1CA	44414A	敃	 &#25923;
E69584	6544				敄	 &#25924;
E69585	6545	8CCC	B8CE	384E	故	 &#25925;
E69586	6546				敆	 &#25926;
E69587	6547		8FC1CB	44414B	敇	 &#25927;
E69588	6548	9DC1	DAC3	5A43	效	 &#25928;
E69589	6549		8FC1CC	44414C	敉	 &#25929;
E6958A	654A				敊	 &#25930;
E6958B	654B				敋	 &#25931;
E6958C	654C				敌	 &#25932;
E6958D	654D	9DC4	DAC6	5A46	敍	 &#25933;
E6958E	654E	FACD	FAB3		敎	 &#25934;
E6958F	654F	9571	C9D2	4952	敏	 &#25935;
E69590	6550		8FC1CD	44414D	敐	 &#25936;
E69591	6551	8B7E	B5DF	355F	救	 &#25937;
E69592	6552		8FC1CE	44414E	敒	 &#25938;
E69593	6553				敓	 &#25939;
E69594	6554		8FC1CF	44414F	敔	 &#25940;
E69595	6555	9DC3	DAC5	5A45	敕	 &#25941;
E69596	6556	9DC2	DAC4	5A44	敖	 &#25942;
E69597	6557	9473	C7D4	4754	敗	 &#25943;
E69598	6558	9DC5	DAC7	5A47	敘	 &#25944;
E69599	6559	8BB3	B6B5	3635	教	 &#25945;
E6959A	655A				敚	 &#25946;
E6959B	655B				敛	 &#25947;
E6959C	655C				敜	 &#25948;
E6959D	655D	9DC7	DAC9	5A49	敝	 &#25949;
E6959E	655E	9DC6	DAC8	5A48	敞	 &#25950;
E6959F	655F		8FC1D0	444150	敟	 &#25951;
E695A0	6560		8FC1D1	444151	敠	 &#25952;
E695A1	6561				敡	 &#25953;
E695A2	6562	8AB8	B4BA	343A	敢	 &#25954;
E695A3	6563	8E55	BBB6	3B36	散	 &#25955;
E695A4	6564				敤	 &#25956;
E695A5	6565				敥	 &#25957;
E695A6	6566	93D6	C6D8	4658	敦	 &#25958;
E695A7	6567		8FC1D2	444152	敧	 &#25959;
E695A8	6568				敨	 &#25960;
E695A9	6569				敩	 &#25961;
E695AA	656A				敪	 &#25962;
E695AB	656B		8FC1D3	444153	敫	 &#25963;
E695AC	656C	8C68	B7C9	3749	敬	 &#25964;
E695AD	656D				敭	 &#25965;
E695AE	656E				敮	 &#25966;
E695AF	656F				敯	 &#25967;
E695B0	6570	9094	BFF4	3F74	数	 &#25968;
E695B1	6571				敱	 &#25969;
E695B2	6572	9DC8	DACA	5A4A	敲	 &#25970;
E695B3	6573				敳	 &#25971;
E695B4	6574	90AE	C0B0	4030	整	 &#25972;
E695B5	6575	9347	C5A8	4528	敵	 &#25973;
E695B6	6576				敶	 &#25974;
E695B7	6577	957E	C9DF	495F	敷	 &#25975;
E695B8	6578	9DC9	DACB	5A4B	數	 &#25976;
E695B9	6579				敹	 &#25977;
E695BA	657A		8FC1D4	444154	敺	 &#25978;
E695BB	657B				敻	 &#25979;
E695BC	657C				敼	 &#25980;
E695BD	657D		8FC1D5	444155	敽	 &#25981;
E695BE	657E				敾	 &#25982;
E695BF	657F				敿	 &#25983;
E69680	6580				斀	 &#25984;
E69681	6581		8FC1D6	444156	斁	 &#25985;
E69682	6582	9DCA	DACC	5A4C	斂	 &#25986;
E69683	6583	9DCB	DACD	5A4D	斃	 &#25987;
E69684	6584				斄	 &#25988;
E69685	6585		8FC1D7	444157	斅	 &#25989;
E69686	6586				斆	 &#25990;
E69687	6587	95B6	CAB8	4A38	文	 &#25991;
E69688	6588	9B7C	D5DD	555D	斈	 &#25992;
E69689	6589	90C4	C0C6	4046	斉	 &#25993;
E6968A	658A		8FC1D8	444158	斊	 &#25994;
E6968B	658B				斋	 &#25995;
E6968C	658C	956B	C9CC	494C	斌	 &#25996;
E6968D	658D				斍	 &#25997;
E6968E	658E	8DD6	BAD8	3A58	斎	 &#25998;
E6968F	658F				斏	 &#25999;
E69690	6590	94E3	C8E5	4865	斐	 &#26000;
E69691	6591	94C1	C8C3	4843	斑	 &#26001;
E69692	6592		8FC1D9	444159	斒	 &#26002;
E69693	6593				斓	 &#26003;
E69694	6594				斔	 &#26004;
E69695	6595		8FC1DA	44415A	斕	 &#26005;
E69696	6596				斖	 &#26006;
E69697	6597	936C	C5CD	454D	斗	 &#26007;
E69698	6598		8FC1DB	44415B	斘	 &#26008;
E69699	6599	97BF	CEC1	4E41	料	 &#26009;
E6969A	659A				斚	 &#26010;
E6969B	659B	9DCD	DACF	5A4F	斛	 &#26011;
E6969C	659C	8ECE	BCD0	3C50	斜	 &#26012;
E6969D	659D		8FC1DC	44415C	斝	 &#26013;
E6969E	659E				斞	 &#26014;
E6969F	659F	9DCE	DAD0	5A50	斟	 &#26015;
E696A0	65A0		8FC1DD	44415D	斠	 &#26016;
E696A1	65A1	88B4	B0B6	3036	斡	 &#26017;
E696A2	65A2				斢	 &#26018;
E696A3	65A3		8FC1DE	44415E	斣	 &#26019;
E696A4	65A4	8BD2	B6D4	3654	斤	 &#26020;
E696A5	65A5	90CB	C0CD	404D	斥	 &#26021;
E696A6	65A6		8FC1DF	44415F	斦	 &#26022;
E696A7	65A7	9580	C9E0	4960	斧	 &#26023;
E696A8	65A8				斨	 &#26024;
E696A9	65A9				斩	 &#26025;
E696AA	65AA				斪	 &#26026;
E696AB	65AB	9DCF	DAD1	5A51	斫	 &#26027;
E696AC	65AC	8E61	BBC2	3B42	斬	 &#26028;
E696AD	65AD	9266	C3C7	4347	断	 &#26029;
E696AE	65AE		8FC1E0	444160	斮	 &#26030;
E696AF	65AF	8E7A	BBDB	3B5B	斯	 &#26031;
E696B0	65B0	9056	BFB7	3F37	新	 &#26032;
E696B1	65B1				斱	 &#26033;
E696B2	65B2		8FC1E1	444161	斲	 &#26034;
E696B3	65B3		8FC1E2	444162	斳	 &#26035;
E696B4	65B4		8FC1E3	444163	斴	 &#26036;
E696B5	65B5				斵	 &#26037;
E696B6	65B6				斶	 &#26038;
E696B7	65B7	9DD0	DAD2	5A52	斷	 &#26039;
E696B8	65B8				斸	 &#26040;
E696B9	65B9	95FB	CAFD	4A7D	方	 &#26041;
E696BA	65BA				斺	 &#26042;
E696BB	65BB				斻	 &#26043;
E696BC	65BC	8997	B1F7	3177	於	 &#26044;
E696BD	65BD	8E7B	BBDC	3B5C	施	 &#26045;
E696BE	65BE				斾	 &#26046;
E696BF	65BF		8FC1E4	444164	斿	 &#26047;
E69780	65C0				旀	 &#26048;
E69781	65C1	9DD3	DAD5	5A55	旁	 &#26049;
E69782	65C2		8FC1E5	444165	旂	 &#26050;
E69783	65C3	9DD1	DAD3	5A53	旃	 &#26051;
E69784	65C4	9DD4	DAD6	5A56	旄	 &#26052;
E69785	65C5	97B7	CEB9	4E39	旅	 &#26053;
E69786	65C6	9DD2	DAD4	5A54	旆	 &#26054;
E69787	65C7				旇	 &#26055;
E69788	65C8		8FC1E6	444166	旈	 &#26056;
E69789	65C9		8FC1E7	444167	旉	 &#26057;
E6978A	65CA				旊	 &#26058;
E6978B	65CB	90F9	C0FB	407B	旋	 &#26059;
E6978C	65CC	9DD5	DAD7	5A57	旌	 &#26060;
E6978D	65CD				旍	 &#26061;
E6978E	65CE		8FC1E8	444168	旎	 &#26062;
E6978F	65CF	91B0	C2B2	4232	族	 &#26063;
E69790	65D0		8FC1E9	444169	旐	 &#26064;
E69791	65D1				旑	 &#26065;
E69792	65D2	9DD6	DAD8	5A58	旒	 &#26066;
E69793	65D3				旓	 &#26067;
E69794	65D4		8FC1EA	44416A	旔	 &#26068;
E69795	65D5				旕	 &#26069;
E69796	65D6		8FC1EB	44416B	旖	 &#26070;
E69797	65D7	8AF8	B4FA	347A	旗	 &#26071;
E69798	65D8		8FC1EC	44416C	旘	 &#26072;
E69799	65D9	9DD8	DADA	5A5A	旙	 &#26073;
E6979A	65DA				旚	 &#26074;
E6979B	65DB	9DD7	DAD9	5A59	旛	 &#26075;
E6979C	65DC				旜	 &#26076;
E6979D	65DD				旝	 &#26077;
E6979E	65DE				旞	 &#26078;
E6979F	65DF		8FC1ED	44416D	旟	 &#26079;
E697A0	65E0	9DD9	DADB	5A5B	无	 &#26080;
E697A1	65E1	9DDA	DADC	5A5C	旡	 &#26081;
E697A2	65E2	8AF9	B4FB	347B	既	 &#26082;
E697A3	65E3				旣	 &#26083;
E697A4	65E4				旤	 &#26084;
E697A5	65E5	93FA	C6FC	467C	日	 &#26085;
E697A6	65E6	9255	C3B6	4336	旦	 &#26086;
E697A7	65E7	8B8C	B5EC	356C	旧	 &#26087;
E697A8	65E8	8E7C	BBDD	3B5D	旨	 &#26088;
E697A9	65E9	9181	C1E1	4161	早	 &#26089;
E697AA	65EA				旪	 &#26090;
E697AB	65EB				旫	 &#26091;
E697AC	65EC	8F7B	BDDC	3D5C	旬	 &#26092;
E697AD	65ED	88AE	B0B0	3030	旭	 &#26093;
E697AE	65EE				旮	 &#26094;
E697AF	65EF				旯	 &#26095;
E697B0	65F0		8FC1EE	44416E	旰	 &#26096;
E697B1	65F1	9DDB	DADD	5A5D	旱	 &#26097;
E697B2	65F2		8FC1EF	44416F	旲	 &#26098;
E697B3	65F3				旳	 &#26099;
E697B4	65F4		8FC1F0	444170	旴	 &#26100;
E697B5	65F5		8FC1F1	444171	旵	 &#26101;
E697B6	65F6				时	 &#26102;
E697B7	65F7				旷	 &#26103;
E697B8	65F8				旸	 &#26104;
E697B9	65F9		8FC1F2	444172	旹	 &#26105;
E697BA	65FA	89A0	B2A2	3222	旺	 &#26106;
E697BB	65FB	9DDF	DAE1	5A61	旻	 &#26107;
E697BC	65FC				旼	 &#26108;
E697BD	65FD				旽	 &#26109;
E697BE	65FE		8FC1F3	444173	旾	 &#26110;
E697BF	65FF		8FC1F4	444174	旿	 &#26111;
E69880	6600	FACE	FAB4	444175	昀	 &#26112;
E69881	6601				昁	 &#26113;
E69882	6602	8D56	B9B7	3937	昂	 &#26114;
E69883	6603	9DDE	DAE0	5A60	昃	 &#26115;
E69884	6604		8FC1F6	444176	昄	 &#26116;
E69885	6605				昅	 &#26117;
E69886	6606	8DA9	BAAB	3A2B	昆	 &#26118;
E69887	6607	8FB8	BEBA	3E3A	昇	 &#26119;
E69888	6608		8FC1F7	444177	昈	 &#26120;
E69889	6609	FAD1	FAB7	444178	昉	 &#26121;
E6988A	660A	9DDD	DADF	5A5F	昊	 &#26122;
E6988B	660B				昋	 &#26123;
E6988C	660C	8FB9	BEBB	3E3B	昌	 &#26124;
E6988D	660D		8FC1F9	444179	昍	 &#26125;
E6988E	660E	96BE	CCC0	4C40	明	 &#26126;
E6988F	660F	8DA8	BAAA	3A2A	昏	 &#26127;
E69890	6610				昐	 &#26128;
E69891	6611		8FC1FA	44417A	昑	 &#26129;
E69892	6612		8FC1FB	44417B	昒	 &#26130;
E69893	6613	88D5	B0D7	3057	易	 &#26131;
E69894	6614	90CC	C0CE	404E	昔	 &#26132;
E69895	6615	FACF	FAB5	44417C	昕	 &#26133;
E69896	6616		8FC1FD	44417D	昖	 &#26134;
E69897	6617				昗	 &#26135;
E69898	6618				昘	 &#26136;
E69899	6619				昙	 &#26137;
E6989A	661A				昚	 &#26138;
E6989B	661B				昛	 &#26139;
E6989C	661C	9DE4	DAE6	5A66	昜	 &#26140;
E6989D	661D		8FC1FE	44417E	昝	 &#26141;
E6989E	661E	FAD3	FAB9	444221	昞	 &#26142;
E6989F	661F	90AF	C0B1	4031	星	 &#26143;
E698A0	6620	8966	B1C7	3147	映	 &#26144;
E698A1	6621		8FC2A2	444222	昡	 &#26145;
E698A2	6622		8FC2A3	444223	昢	 &#26146;
E698A3	6623		8FC2A4	444224	昣	 &#26147;
E698A4	6624	FAD4	FABA	444225	昤	 &#26148;
E698A5	6625	8F74	BDD5	3D55	春	 &#26149;
E698A6	6626		8FC2A6	444226	昦	 &#26150;
E698A7	6627	9686	CBE6	4B66	昧	 &#26151;
E698A8	6628	8DF0	BAF2	3A72	昨	 &#26152;
E698A9	6629		8FC2A7	444227	昩	 &#26153;
E698AA	662A		8FC2A8	444228	昪	 &#26154;
E698AB	662B		8FC2A9	444229	昫	 &#26155;
E698AC	662C		8FC2AA	44422A	昬	 &#26156;
E698AD	662D	8FBA	BEBC	3E3C	昭	 &#26157;
E698AE	662E	FAD2	FAB8	44422B	昮	 &#26158;
E698AF	662F	90A5	C0A7	4027	是	 &#26159;
E698B0	6630		8FC2AC	44422C	昰	 &#26160;
E698B1	6631	FA63	F9A8	44422D	昱	 &#26161;
E698B2	6632				昲	 &#26162;
E698B3	6633		8FC2AE	44422E	昳	 &#26163;
E698B4	6634	9DE3	DAE5	5A65	昴	 &#26164;
E698B5	6635	9DE1	DAE3	5A63	昵	 &#26165;
E698B6	6636	9DE2	DAE4	5A64	昶	 &#26166;
E698B7	6637		8FC2B0	444230	昷	 &#26167;
E698B8	6638				昸	 &#26168;
E698B9	6639		8FC2AF	44422F	昹	 &#26169;
E698BA	663A				昺	 &#26170;
E698BB	663B	FAD0	FAB6		昻	 &#26171;
E698BC	663C	928B	C3EB	436B	昼	 &#26172;
E698BD	663D				昽	 &#26173;
E698BE	663E				显	 &#26174;
E698BF	663F	9E45	DBA6	5B26	昿	 &#26175;
E69980	6640		8FC2B1	444231	晀	 &#26176;
E69981	6641	9DE8	DAEA	5A6A	晁	 &#26177;
E69982	6642	8E9E	BBFE	3B7E	時	 &#26178;
E69983	6643	8D57	B9B8	3938	晃	 &#26179;
E69984	6644	9DE6	DAE8	5A68	晄	 &#26180;
E69985	6645		8FC2B2	444232	晅	 &#26181;
E69986	6646		8FC2B3	444233	晆	 &#26182;
E69987	6647				晇	 &#26183;
E69988	6648				晈	 &#26184;
E69989	6649	9DE7	DAE9	5A69	晉	 &#26185;
E6998A	664A		8FC2B4	444234	晊	 &#26186;
E6998B	664B	9057	BFB8	3F38	晋	 &#26187;
E6998C	664C		8FC2B5	444235	晌	 &#26188;
E6998D	664D				晍	 &#26189;
E6998E	664E		8FC2B7	444237	晎	 &#26190;
E6998F	664F	9DE5	DAE7	5A67	晏	 &#26191;
E69990	6650				晐	 &#26192;
E69991	6651		8FC2B6	444236	晑	 &#26193;
E69992	6652	8E4E	BBAF	3B2F	晒	 &#26194;
E69993	6653				晓	 &#26195;
E69994	6654				晔	 &#26196;
E69995	6655				晕	 &#26197;
E69996	6656				晖	 &#26198;
E69997	6657	FAD6	FABC	444238	晗	 &#26199;
E69998	6658		8FC2B9	444239	晘	 &#26200;
E69999	6659	FAD7	FABD	44423A	晙	 &#26201;
E6999A	665A				晚	 &#26202;
E6999B	665B		8FC2BB	44423B	晛	 &#26203;
E6999C	665C		8FC2BC	44423C	晜	 &#26204;
E6999D	665D	9DEA	DAEC	5A6C	晝	 &#26205;
E6999E	665E	9DE9	DAEB	5A6B	晞	 &#26206;
E6999F	665F	9DEE	DAF0	5A70	晟	 &#26207;
E699A0	6660		8FC2BD	44423D	晠	 &#26208;
E699A1	6661		8FC2BE	44423E	晡	 &#26209;
E699A2	6662	9DEF	DAF1	5A71	晢	 &#26210;
E699A3	6663				晣	 &#26211;
E699A4	6664	9DEB	DAED	5A6D	晤	 &#26212;
E699A5	6665	FAD5	FABB		晥	 &#26213;
E699A6	6666	8A41	B3A2	3322	晦	 &#26214;
E699A7	6667	9DEC	DAEE	5A6E	晧	 &#26215;
E699A8	6668	9DED	DAEF	5A6F	晨	 &#26216;
E699A9	6669	94D3	C8D5	4855	晩	 &#26217;
E699AA	666A		8FC2C0	444240	晪	 &#26218;
E699AB	666B		8FC2C1	444241	晫	 &#26219;
E699AC	666C		8FC2C2	444242	晬	 &#26220;
E699AD	666D				晭	 &#26221;
E699AE	666E	9581	C9E1	4961	普	 &#26222;
E699AF	666F	8C69	B7CA	374A	景	 &#26223;
E699B0	6670	9DF0	DAF2	5A72	晰	 &#26224;
E699B1	6671				晱	 &#26225;
E699B2	6672				晲	 &#26226;
E699B3	6673	FAD9	FABF	444244	晳	 &#26227;
E699B4	6674	90B0	C0B2	4032	晴	 &#26228;
E699B5	6675		8FC2C5	444245	晵	 &#26229;
E699B6	6676	8FBB	BEBD	3E3D	晶	 &#26230;
E699B7	6677		8FC2C7	444247	晷	 &#26231;
E699B8	6678		8FC2C8	444248	晸	 &#26232;
E699B9	6679		8FC2C9	444249	晹	 &#26233;
E699BA	667A	9271	C3D2	4352	智	 &#26234;
E699BB	667B		8FC2CA	44424A	晻	 &#26235;
E699BC	667C		8FC2CC	44424C	晼	 &#26236;
E699BD	667D				晽	 &#26237;
E699BE	667E		8FC2C3	444243	晾	 &#26238;
E699BF	667F		8FC2C6	444246	晿	 &#26239;
E69A80	6680		8FC2CB	44424B	暀	 &#26240;
E69A81	6681	8BC5	B6C7	3647	暁	 &#26241;
E69A82	6682				暂	 &#26242;
E69A83	6683	9DF1	DAF3	5A73	暃	 &#26243;
E69A84	6684	9DF5	DAF7	5A77	暄	 &#26244;
E69A85	6685				暅	 &#26245;
E69A86	6686				暆	 &#26246;
E69A87	6687	89C9	B2CB	324B	暇	 &#26247;
E69A88	6688	9DF2	DAF4	5A74	暈	 &#26248;
E69A89	6689	9DF4	DAF6	5A76	暉	 &#26249;
E69A8A	668A				暊	 &#26250;
E69A8B	668B		8FC2CD	44424D	暋	 &#26251;
E69A8C	668C		8FC2CE	44424E	暌	 &#26252;
E69A8D	668D		8FC2CF	44424F	暍	 &#26253;
E69A8E	668E	9DF3	DAF5	5A75	暎	 &#26254;
E69A8F	668F				暏	 &#26255;
E69A90	6690		8FC2D0	444250	暐	 &#26256;
E69A91	6691	8F8B	BDEB	3D6B	暑	 &#26257;
E69A92	6692		8FC2D1	444251	暒	 &#26258;
E69A93	6693				暓	 &#26259;
E69A94	6694				暔	 &#26260;
E69A95	6695				暕	 &#26261;
E69A96	6696	9267	C3C8	4348	暖	 &#26262;
E69A97	6697	88C3	B0C5	3045	暗	 &#26263;
E69A98	6698	9DF6	DAF8	5A78	暘	 &#26264;
E69A99	6699	FADA	FAC0	444252	暙	 &#26265;
E69A9A	669A		8FC2D3	444253	暚	 &#26266;
E69A9B	669B		8FC2D4	444254	暛	 &#26267;
E69A9C	669C		8FC2D5	444255	暜	 &#26268;
E69A9D	669D	9DF7	DAF9	5A79	暝	 &#26269;
E69A9E	669E				暞	 &#26270;
E69A9F	669F		8FC2D6	444256	暟	 &#26271;
E69AA0	66A0	FADB	FAC1	444257	暠	 &#26272;
E69AA1	66A1				暡	 &#26273;
E69AA2	66A2	92A8	C4AA	442A	暢	 &#26274;
E69AA3	66A3				暣	 &#26275;
E69AA4	66A4		8FC2D8	444258	暤	 &#26276;
E69AA5	66A5				暥	 &#26277;
E69AA6	66A6	97EF	CEF1	4E71	暦	 &#26278;
E69AA7	66A7				暧	 &#26279;
E69AA8	66A8				暨	 &#26280;
E69AA9	66A9				暩	 &#26281;
E69AAA	66AA				暪	 &#26282;
E69AAB	66AB	8E62	BBC3	3B43	暫	 &#26283;
E69AAC	66AC				暬	 &#26284;
E69AAD	66AD		8FC2D9	444259	暭	 &#26285;
E69AAE	66AE	95E9	CAEB	4A6B	暮	 &#26286;
E69AAF	66AF				暯	 &#26287;
E69AB0	66B0				暰	 &#26288;
E69AB1	66B1		8FC2DA	44425A	暱	 &#26289;
E69AB2	66B2	FADC	FAC2	44425B	暲	 &#26290;
E69AB3	66B3				暳	 &#26291;
E69AB4	66B4	965C	CBBD	4B3D	暴	 &#26292;
E69AB5	66B5		8FC2DC	44425C	暵	 &#26293;
E69AB6	66B6				暶	 &#26294;
E69AB7	66B7				暷	 &#26295;
E69AB8	66B8	9E41	DBA2	5B22	暸	 &#26296;
E69AB9	66B9	9DF9	DAFB	5A7B	暹	 &#26297;
E69ABA	66BA				暺	 &#26298;
E69ABB	66BB		8FC2DD	44425D	暻	 &#26299;
E69ABC	66BC	9DFC	DAFE	5A7E	暼	 &#26300;
E69ABD	66BD				暽	 &#26301;
E69ABE	66BE	9DFB	DAFD	5A7D	暾	 &#26302;
E69ABF	66BF	FADD	FAC3	44425E	暿	 &#26303;
E69B80	66C0		8FC2DF	44425F	曀	 &#26304;
E69B81	66C1	9DF8	DAFA	5A7A	曁	 &#26305;
E69B82	66C2		8FC2E0	444260	曂	 &#26306;
E69B83	66C3		8FC2E1	444261	曃	 &#26307;
E69B84	66C4	9E40	DBA1	5B21	曄	 &#26308;
E69B85	66C5				曅	 &#26309;
E69B86	66C6				曆	 &#26310;
E69B87	66C7	93DC	C6DE	465E	曇	 &#26311;
E69B88	66C8		8FC2E2	444262	曈	 &#26312;
E69B89	66C9	9DFA	DAFC	5A7C	曉	 &#26313;
E69B8A	66CA				曊	 &#26314;
E69B8B	66CB				曋	 &#26315;
E69B8C	66CC		8FC2E3	444263	曌	 &#26316;
E69B8D	66CD				曍	 &#26317;
E69B8E	66CE		8FC2E4	444264	曎	 &#26318;
E69B8F	66CF		8FC2E5	444265	曏	 &#26319;
E69B90	66D0				曐	 &#26320;
E69B91	66D1				曑	 &#26321;
E69B92	66D2				曒	 &#26322;
E69B93	66D3				曓	 &#26323;
E69B94	66D4		8FC2E6	444266	曔	 &#26324;
E69B95	66D5				曕	 &#26325;
E69B96	66D6	9E42	DBA3	5B23	曖	 &#26326;
E69B97	66D7				曗	 &#26327;
E69B98	66D8				曘	 &#26328;
E69B99	66D9	8F8C	BDEC	3D6C	曙	 &#26329;
E69B9A	66DA	9E43	DBA4	5B24	曚	 &#26330;
E69B9B	66DB		8FC2E7	444267	曛	 &#26331;
E69B9C	66DC	976A	CDCB	4D4B	曜	 &#26332;
